hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar)
354, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
355, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
356, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
357, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
358, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
359, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
360, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
361, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
362, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
363, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
364, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
365, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
366, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
367, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
368, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
369, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
370, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
371, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
372, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
373, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
374, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
375, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
376, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
377, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
378, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
379, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
380, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
381, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
382, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
383, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
384, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
385, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
386, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
387, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
388, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
389, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
390, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
391, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
392, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
393, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
394, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
395, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
396, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
397, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
398, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
399, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
400, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
401, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
402, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
403, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
404, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
405, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
406, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
407, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
408, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
409, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
410, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
411, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
412, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
413, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
414, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
415, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
416, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
417, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
418, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
419, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
420, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
421, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
422, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
423, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
424, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
425, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
426, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
427, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
428, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
429, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
430, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
431, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
432, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
433, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
434, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
435, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
436, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
437, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
438, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
439, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
440, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
441, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
442, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
443, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
444, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
445, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
446, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
447, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
448, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
449, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
450, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
451, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
452, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
453, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
454, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
455, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
456, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
457, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
458, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
459, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
460, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
461, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
462, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
463, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
464, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
465, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
466, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
467, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
468, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
469, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
470, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
471, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
472, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
473, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
474, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
475, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
476, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
477, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
478, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
479, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
480, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
481, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
482, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
483, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
484, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
485, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
486, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
487, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
488, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
489, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
490, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
491, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
492, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
493, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
494, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
495, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
496, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
497, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
498, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
499, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
500, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
501, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
502, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
503, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
504, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
505, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
506, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
507, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
508, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
509, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
510, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
511, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
512, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
513, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
514, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
515, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
516, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
517, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
518, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
519, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
520, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
521, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
522, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
523, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
524, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
525, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
526, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
527, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
528, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
529, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
530, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
531, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
532, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
533, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
534, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
535, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
536, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
537, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
538, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
539, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
540, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
541, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
542, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
543, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
544, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
545, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
546, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
547, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
548, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
549, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
550, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
551, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
552, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
553, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
554, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
555, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
556, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
557, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
558, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
559, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
560, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
561, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
562, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
563, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
564, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
565, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
566, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
567, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
568, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
569, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
570, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
571, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
572, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
573, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
574, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
575, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
576, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
577, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
578, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
579, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
580, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
581, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
582, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
583, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
584, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
585, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
586, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
587, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
588, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
589, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
590, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
591, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
592, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
593, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
594, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
595, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
596, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
597, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
598, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
599, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
600, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
601, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
602, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
603, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
604, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
605, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
606, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
607, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
608, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
609, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
610, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
611, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
612, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
613, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
614, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
615, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
616, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
617, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
618, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
619, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
620, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
621, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
622, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
623, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
624, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
625, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
626, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
627, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
628, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
629, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
630, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
631, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
632, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
633, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
634, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
635, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
636, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
637, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
638, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
639, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
640, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
641, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
642, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
643, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
644, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
645, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
646, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
647, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
648, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
649, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
650, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
651, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
652, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
653, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
654, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.103, 137.124
655, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
656, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
657, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
658, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
659, 0.00000, 1317.11, 537.594, 880.211, 314.517, 1082.22, 372.411
660, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
661, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
662, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
663, 0.00000, 1382.23, 580.594, 926.494, 346.568, 1139.56, 408.184
664, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
665, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
666, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
667, 0.00000, 1311.8, 534.097, 876.495, 311.952, 1077.61, 369.552
668, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
669, 0.00000, 1231.76, 481.661, 820.735, 273.609, 1008.55, 326.864
670, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
671, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
672, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.502, 242.701
673, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
674, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
675, 0.00000, 859.675, 244.656, 572.174, 106.165, 701.225, 141.347
676, 0.00000, 824.015, 222.563, 548.52, 90.5201, 672.054, 124.073
